,raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover.1,cloud_base_ft_agl.1,sky_cover.2,cloud_base_ft_agl.2,sky_cover.3,cloud_base_ft_agl.3,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
353,KVWU 091235Z AUTO 11004KT 10SM CLR 03/02 A3006 RMK AO2,KVWU,2024-10-09T12:35:00Z,48.1502,-94.512,3.0,2.0,110,4.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,359.0
354,KVVV 091235Z AUTO 00000KT 10SM CLR 06/04 A3001 RMK AO2,KVVV,2024-10-09T12:35:00Z,45.2994,-96.4256,6.0,4.0,0,0.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,334.0
355,KVVS 091235Z AUTO 25004KT 10SM CLR 09/05 A3004 RMK AO2 T00860047,KVVS,2024-10-09T12:35:00Z,39.9581,-79.6575,8.6,4.7,250,4.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,386.0
356,KVTP 091235Z AUTO 28006KT 10SM CLR 06/M06 A3059 RMK AO2,KVTP,2024-10-09T12:35:00Z,37.512,-105.171,6.0,-6.0,280,6.0,,10+,30.59,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3086.0
357,KVTI 091235Z AUTO 18005KT 7SM CLR 08/05 A3004 RMK AO2 T00760045,KVTI,2024-10-09T12:35:00Z,42.2176,-92.0248,7.6,4.5,180,5.0,,7,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,256.0
358,KVPC 091235Z AUTO 00000KT 3SM HZ CLR 13/11 A3005 RMK AO2,KVPC,2024-10-09T12:35:00Z,34.1158,-84.8507,13.0,11.0,0,0.0,,3,30.05,,,True,True,,,,,,HZ,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,234.0
359,KVOA 091235Z AUTO 05026G32KT 4SM HZ SCT026 SCT033 27/21 A2979 RMK A01,KVOA,2024-10-09T12:35:00Z,29.2289,-87.7808,27.0,21.0,50,26.0,32.0,4,29.79,,,True,True,,,,,,HZ,SCT,2600.0,SCT,3300.0,,,,,MVFR,,,,,,,,,,,,METAR,53.0
360,KVNC 091235Z AUTO 07016G23KT 10SM FEW010 BKN028 OVC110 A2966 RMK AO2 LTG DSNT SW,KVNC,2024-10-09T12:35:00Z,27.0728,-82.44,,,70,16.0,23.0,10+,29.66,,,True,True,,,,,,,FEW,1000.0,BKN,2800.0,OVC,11000.0,,,MVFR,,,,,,,,,,,,METAR,4.0
361,KVLL 091235Z AUTO 29005KT 10SM SCT045 08/04 A3008 RMK AO2,KVLL,2024-10-09T12:35:00Z,42.543,-83.178,8.0,4.0,290,5.0,,10+,30.08,,,True,True,,,,,,,SCT,4500.0,,,,,,,VFR,,,,,,,,,,,,METAR,214.0
362,KVKS 091235Z AUTO 00000KT 10SM CLR 10/10 A2998 RMK A01,KVKS,2024-10-09T12:35:00Z,32.2359,-90.9269,10.0,10.0,0,0.0,,10+,29.98,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
363,KVJI 091235Z AUTO 00000KT 10SM CLR 08/M03 A3011 RMK AO2 T00801029,KVJI,2024-10-09T12:35:00Z,36.6871,-82.037,8.0,-2.9,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,636.0
364,KVHN 091235Z AUTO 26004KT 10SM CLR 16/05 A3022 RMK AO2 T01600050,KVHN,2024-10-09T12:35:00Z,31.0602,-104.783,16.0,5.0,260,4.0,,10+,30.22,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1200.0
365,KVGC 091235Z AUTO 00000KT 10SM CLR 03/ A2992 RMK AO2,KVGC,2024-10-09T12:35:00Z,42.8444,-75.5637,3.0,,0,0.0,,10+,29.92,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,346.0
366,KVES 091235Z AUTO 00000KT 7SM CLR 06/06 A3010 RMK AO2,KVES,2024-10-09T12:35:00Z,40.2056,-84.5346,6.0,6.0,0,0.0,,7,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,308.0
367,KVER 091235Z AUTO 00000KT 7SM CLR 07/07 A3011 RMK AO2 T00680067,KVER,2024-10-09T12:35:00Z,38.9496,-92.6842,6.8,6.7,0,0.0,,7,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,209.0
368,KVDI 091235Z AUTO 05007KT 10SM CLR 18/15 A2998 RMK AO2,KVDI,2024-10-09T12:35:00Z,32.1933,-82.3642,18.0,15.0,50,7.0,,10+,29.98,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,81.0
369,KVDF 091235Z AUTO 05009KT 7SM RA SCT006 SCT030 OVC100 A2974 RMK AO2,KVDF,2024-10-09T12:35:00Z,28.0198,-82.3415,,,50,9.0,,7,29.74,,,True,True,,,,,,RA,SCT,600.0,SCT,3000.0,OVC,10000.0,,,VFR,,,,,,,,,,,,METAR,5.0
370,KVBW 091235Z AUTO 00000KT 10SM CLR 06/06 A3004 RMK AO1 T00590059,KVBW,2024-10-09T12:35:00Z,38.366,-78.968,5.9,5.9,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,362.0
371,KUYF 091235Z AUTO 01004KT 10SM CLR 10/01 A3010 RMK AO2,KUYF,2024-10-09T12:35:00Z,39.9312,-83.465,10.0,1.0,10,4.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,326.0
372,KUXL 091235Z AUTO 34005KT 10SM CLR 12/09 A2998 RMK AO2 T01200086 PWINO,KUXL,2024-10-09T12:35:00Z,30.135,-93.3767,12.0,8.6,340,5.0,,10+,29.98,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
373,KUWL 091235Z AUTO 00000KT 9SM CLR 07/06 A3009 RMK A01,KUWL,2024-10-09T12:35:00Z,39.8752,-85.3313,7.0,6.0,0,0.0,,9,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,332.0
374,KUVA 091235Z AUTO 04005KT 10SM CLR 18/10 A3007 RMK AO2 T01770102,KUVA,2024-10-09T12:35:00Z,29.2135,-99.743,17.7,10.2,40,5.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,285.0
375,KUUV 091235Z AUTO 00000KT 10SM CLR 06/05 A3014 RMK AO2,KUUV,2024-10-09T12:35:00Z,38.2335,-91.1609,6.0,5.0,0,0.0,,10+,30.14,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,284.0
376,KUTA 091235Z AUTO 02005KT 9SM CLR 10/10 A3006 RMK AO2 T01020102 $,KUTA,2024-10-09T12:35:00Z,34.6766,-90.344,10.2,10.2,20,5.0,,9,30.06,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,58.0
377,KUSE 091235Z AUTO 00000KT 10SM CLR 05/05 A3010 RMK AO2,KUSE,2024-10-09T12:35:00Z,41.6118,-84.1275,5.0,5.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,237.0
378,KUOX 091235Z AUTO 00000KT 10SM CLR 10/08 A3005 RMK AO2 PWINO,KUOX,2024-10-09T12:35:00Z,34.3851,-89.5435,10.0,8.0,0,0.0,,10+,30.05,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,123.0
379,KUNU 091235Z AUTO 00000KT 10SM CLR 06/02 A3011 RMK AO2 T00550021,KUNU,2024-10-09T12:35:00Z,43.4285,-88.7017,5.5,2.1,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,281.0
380,KUNI 091235Z AUTO 00000KT 5SM -SN CLR 06/04 A3009 RMK AO2 T00640042 TSNO,KUNI,2024-10-09T12:35:00Z,39.2129,-82.2204,6.4,4.2,0,0.0,,5,30.09,,,True,True,,,True,,,-SN,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,232.0
381,KUMP 091235Z AUTO 00000KT 10SM CLR 08/08 A3011 RMK AO2 T00780077 $,KUMP,2024-10-09T12:35:00Z,39.936,-86.0478,7.8,7.7,0,0.0,,10+,30.11,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,247.0
382,KULS 091235Z AUTO 01005KT 9SM CLR 10/07 A3004 RMK AO2,KULS,2024-10-09T12:35:00Z,37.6037,-101.377,10.0,7.0,10,5.0,,9,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,934.0
383,KULM 091235Z AUTO 00000KT 10SM CLR 08/03 A3003 RMK AO2,KULM,2024-10-09T12:35:00Z,44.3228,-94.5024,8.0,3.0,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,305.0
384,KUKT 091235Z AUTO 00000KT 10SM CLR 09/08 A2995 RMK AO2,KUKT,2024-10-09T12:35:00Z,40.4368,-75.3802,9.0,8.0,0,0.0,,10+,29.95,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,156.0
385,KUKL 091235Z AUTO 00000KT 10SM CLR 09/05 A3009 RMK AO2 T00890045,KUKL,2024-10-09T12:35:00Z,38.3041,-95.7217,8.9,4.5,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,357.0
386,KUCY 091235Z AUTO 00000KT 4SM BR CLR 08/08 A3008 RMK A01,KUCY,2024-10-09T12:35:00Z,36.3778,-88.9878,8.0,8.0,0,0.0,,4,30.08,,,True,True,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,97.0
387,KUBE 091235Z AUTO 06003KT 10SM CLR 02/01 A3010 RMK AO2,KUBE,2024-10-09T12:35:00Z,45.5046,-91.978,2.0,1.0,60,3.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,376.0
388,KU69 091235Z AUTO 28005KT 10SM FEW020 09/01 A3026 RMK A01,KU69,2024-10-09T12:35:00Z,40.198,-110.387,9.0,1.0,280,5.0,,10+,30.26,,,True,True,,,,,,,FEW,2000.0,,,,,,,VFR,,,,,,,,,,,,METAR,1776.0
389,KU68 091235Z AUTO 05003KT 10SM CLR 07/M05 A3009 RMK AO2,KU68,2024-10-09T12:35:00Z,44.9113,-108.447,7.0,-5.0,50,3.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1244.0
390,KU64 091235Z AUTO 00000KT 10SM CLR 08/M05 A3035 RMK AO2 T00811050 $,KU64,2024-10-09T12:35:00Z,37.9333,-109.34,8.1,-5.0,0,0.0,,10+,30.35,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2123.0
391,KU52 091235Z AUTO 00000KT 10SM FEW039 SCT047 SCT050 04/M03 A3024 RMK AO2,KU52,2024-10-09T12:35:00Z,38.232,-112.672,4.0,-3.0,0,0.0,,10+,30.24,,,True,True,,,,,,,FEW,3900.0,SCT,4700.0,SCT,5000.0,,,VFR,,,,,,,,,,,,METAR,1787.0
392,KU42 091235Z AUTO 20006KT 10SM CLR 16/01 A3015 RMK AO1 T01550005,KU42,2024-10-09T12:35:00Z,40.6196,-111.99,15.5,0.5,200,6.0,,10+,30.15,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1399.0
393,KTYQ 091235Z AUTO 00000KT 10SM CLR 06/05 A3010 RMK AO2 T00610051,KTYQ,2024-10-09T12:35:00Z,40.0345,-86.2488,6.1,5.1,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,279.0
394,KTYL 091235Z AUTO 00000KT 10SM CLR 13/M04 A3025 RMK AO2,KTYL,2024-10-09T12:35:00Z,34.4577,-110.112,13.0,-4.0,0,0.0,,10+,30.25,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1748.0
395,KTXW 091235Z AUTO 00000KT 2 1/2SM BR CLR 20/19 A2996 RMK AO2 VIS 1V5 T02030194,KTXW,2024-10-09T12:35:00Z,26.1824,-97.9742,20.3,19.4,0,0.0,,2.5,29.96,,,True,True,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,21.0
396,KTWT 091235Z AUTO 00000KT 10SM OVC002 10/08 A3011 RMK AO2,KTWT,2024-10-09T12:35:00Z,37.5432,-87.9568,10.0,8.0,0,0.0,,10+,30.11,,,True,True,,,,,,,OVC,200.0,,,,,,,LIFR,,,,,,,,,,,,METAR,113.0
397,KTWM 091235Z AUTO 01003KT 10SM CLR 05/01 A3012 RMK AO2,KTWM,2024-10-09T12:35:00Z,47.0192,-91.7447,5.0,1.0,10,3.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,331.0
398,KTVY 091235Z AUTO 20010G14KT 10SM CLR 16/M01 A3013 RMK AO2,KTVY,2024-10-09T12:35:00Z,40.6127,-112.354,16.0,-1.0,200,10.0,14.0,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1310.0
399,KTVK 091235Z AUTO 00000KT 08/03 A3009 RMK A01,KTVK,2024-10-09T12:35:00Z,40.6832,-92.8984,8.0,3.0,0,0.0,,,30.09,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,311.0
400,KTVI 091235Z AUTO 04006KT 10SM OVC008 21/20 A2991 RMK AO2,KTVI,2024-10-09T12:35:00Z,30.9026,-83.8826,21.0,20.0,40,6.0,,10+,29.91,,,True,True,,,,,,,OVC,800.0,,,,,,,IFR,,,,,,,,,,,,METAR,74.0
401,KTTF 091235Z AUTO 29004KT 10SM CLR 05/03 A3009 RMK AO2,KTTF,2024-10-09T12:35:00Z,41.9371,-83.4332,5.0,3.0,290,4.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,186.0
402,KTSP 091235Z AUTO 00000KT 10SM 10/03 A3010 RMK AO2,KTSP,2024-10-09T12:35:00Z,35.1387,-118.442,10.0,3.0,0,0.0,,10+,30.1,,,True,True,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1209.0
403,KTRK 091235Z AUTO 00000KT 10SM CLR 00/M02 A3022 RMK AO2,KTRK,2024-10-09T12:35:00Z,39.3154,-120.137,0.0,-2.0,0,0.0,,10+,30.22,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1800.0
404,KTQV 091235Z AUTO 34003KT 10SM CLR 13/09 A3005 RMK A01,KTQV,2024-10-09T12:35:00Z,36.007,-78.937,13.0,9.0,340,3.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,230.0
405,KTQK 091235Z AUTO 34004KT 10SM CLR 08/06 A3008 RMK AO2 T00830056,KTQK,2024-10-09T12:35:00Z,38.4782,-100.882,8.3,5.6,340,4.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,906.0
406,KTQH 091235Z AUTO 00000KT 10SM CLR 08/07 A3009 RMK AO2,KTQH,2024-10-09T12:35:00Z,35.9304,-95.0025,8.0,7.0,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,265.0
407,KTOC 091235Z AUTO 36003KT 10SM CLR 15/13 A3006 RMK AO2 T01460128,KTOC,2024-10-09T12:35:00Z,34.588,-83.2974,14.6,12.8,360,3.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,292.0
408,KTOB 091235Z AUTO 00000KT 10SM CLR 06/03 A3004 RMK AO2,KTOB,2024-10-09T12:35:00Z,44.0202,-92.8295,6.0,3.0,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,394.0
409,KTNU 091235Z AUTO 18003KT 9SM CLR 07/07 A3005 RMK A01,KTNU,2024-10-09T12:35:00Z,41.6701,-93.019,7.0,7.0,180,3.0,,9,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,287.0
410,KTNB 091235Z AUTO 00000KT 10SM CLR 05/05 A2994 RMK AO2 T00490049,KTNB,2024-10-09T12:35:00Z,36.1988,-81.6515,4.9,4.9,0,0.0,,10+,29.94,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,958.0
411,KTMT 091235Z AUTO 17003KT 10SM CLR 00/M07 A3022 RMK AO2 T10051070,KTMT,2024-10-09T12:35:00Z,39.4643,-117.197,-0.5,-7.0,170,3.0,,10+,30.22,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1748.0
412,KTMK 091235Z AUTO 00000KT 10SM BKN026 BKN036 OVC043 13/13 A3006 RMK AO2,KTMK,2024-10-09T12:35:00Z,45.421,-123.814,13.0,13.0,0,0.0,,10+,30.06,,,True,True,,,,,,,BKN,2600.0,BKN,3600.0,OVC,4300.0,,,MVFR,,,,,,,,,,,,METAR,8.0
413,KTME 091235Z AUTO 02003KT 10SM CLR 12/11 A3003 RMK AO2,KTME,2024-10-09T12:35:00Z,29.806,-95.903,12.0,11.0,20,3.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,49.0
414,KTMA 091235Z AUTO VRB05KT 10SM CLR 19/19 A2995 RMK AO2 T01940190,KTMA,2024-10-09T12:35:00Z,31.4229,-83.4859,19.4,19.0,VRB,5.0,,10+,29.95,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,105.0
415,KTKX 091235Z AUTO 36004KT 9SM CLR 10/07 A3008 RMK AO2,KTKX,2024-10-09T12:35:00Z,36.2226,-90.0367,10.0,7.0,360,4.0,,9,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,73.0
416,KTKV 091235Z AUTO 00000KT 10SM CLR M03/M05 A3014 RMK AO2 T10311050 PWINO,KTKV,2024-10-09T12:35:00Z,45.469,-89.805,-3.1,-5.0,0,0.0,,10+,30.14,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,449.0
417,KTKC 091235Z AUTO 23004KT 10SM CLR 04/04 A3003 RMK AO2,KTKC,2024-10-09T12:35:00Z,44.25,-95.612,4.0,4.0,230,4.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,408.0
418,KTIP 091235Z AUTO 30004KT 10SM CLR 09/04 A3010 RMK AO2 T00890036,KTIP,2024-10-09T12:35:00Z,40.291,-88.146,8.9,3.6,300,4.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,224.0
419,KTIF 091235Z AUTO 00000KT 10SM CLR 04/02 A3002 RMK AO2 T00360024,KTIF,2024-10-09T12:35:00Z,41.9646,-100.569,3.6,2.4,0,0.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,888.0
420,KTHA 091235Z AUTO 05003KT 10SM CLR 11/08 A3005 RMK A01,KTHA,2024-10-09T12:35:00Z,35.3804,-86.2419,11.0,8.0,50,3.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,333.0
421,KTGI 091235Z AUTO 25010KT 10SM CLR 19/12 A3002 RMK AO1 T01870116,KTGI,2024-10-09T12:35:00Z,37.8279,-75.9964,18.7,11.6,250,10.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
422,KTFP 091235Z AUTO 04005KT 10SM CLR 19/17 A2998 RMK AO1 T01920167,KTFP,2024-10-09T12:35:00Z,27.9132,-97.2132,19.2,16.7,40,5.0,,10+,29.98,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
423,KTEX 091235Z AUTO 15006KT 10SM CLR 07/M06 A3047 RMK AO2,KTEX,2024-10-09T12:35:00Z,37.954,-107.909,7.0,-6.0,150,6.0,,10+,30.47,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2760.0
424,KTEW 091235Z AUTO 00000KT 10SM CLR 03/01 A3009 RMK AO2 T00290007,KTEW,2024-10-09T12:35:00Z,42.5636,-84.4222,2.9,0.7,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,281.0
425,KTCY 091235Z AUTO 00000KT 9SM CLR 16/07 A2988 RMK A01,KTCY,2024-10-09T12:35:00Z,37.6919,-121.444,16.0,7.0,0,0.0,,9,29.88,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,51.0
426,KTBR 091235Z AUTO 04004KT CLR 17/14 A2999 RMK AO2 T01660135 PWINO,KTBR,2024-10-09T12:35:00Z,32.48,-81.738,16.6,13.5,40,4.0,,,29.99,,,True,True,,,,,True,,CLR,,,,,,,,,,,,,,,,,,,,METAR,54.0
427,KTAZ 091235Z AUTO 00000KT 10SM CLR 06/05 A3011 RMK AO2 T00630051,KTAZ,2024-10-09T12:35:00Z,39.535,-89.3294,6.3,5.1,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,188.0
428,KT89 091235Z AUTO 07007KT 10SM CLR 19/06 A3009 RMK A01,KT89,2024-10-09T12:35:00Z,29.2774,-103.691,19.0,6.0,70,7.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,801.0
429,KT82 091235Z AUTO 00000KT 10SM CLR 13/10 A3008 RMK AO2 T01300102,KT82,2024-10-09T12:35:00Z,30.239,-98.904,13.0,10.2,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,509.0
430,KT78 091235Z AUTO 35003KT 10SM CLR 11/10 A2999 RMK AO2,KT78,2024-10-09T12:35:00Z,30.0754,-94.6996,11.0,10.0,350,3.0,,10+,29.99,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
431,KT74 091235Z AUTO 10SM CLR 11/10 A3005 RMK AO2 T01110095,KT74,2024-10-09T12:35:00Z,30.5704,-97.4447,11.1,9.5,,,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,169.0
432,KT69 091235Z AUTO 9SM CLR 17/17 A3000 RMK A01,KT69,2024-10-09T12:35:00Z,28.0418,-97.541,17.0,17.0,,,,9,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
433,KT41 091235Z AUTO 01007KT 10SM CLR 17/10 A3001 RMK AO2 T01670101,KT41,2024-10-09T12:35:00Z,29.6709,-95.0644,16.7,10.1,10,7.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
434,KT35 091235Z AUTO 00000KT 10SM CLR 14/10 A3005 RMK AO2 T01420096,KT35,2024-10-09T12:35:00Z,30.8789,-96.9704,14.2,9.6,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,122.0
435,KT20 091235Z AUTO 00000KT 10SM CLR 14/10 A3003 RMK AO2 T01400095,KT20,2024-10-09T12:35:00Z,29.5301,-97.463,14.0,9.5,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,107.0
436,KSZY 091235Z AUTO 04004KT 10SM CLR 10/08 A3006 RMK A01,KSZY,2024-10-09T12:35:00Z,35.2064,-88.5012,10.0,8.0,40,4.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,184.0
437,KSZT 091235Z AUTO 00000KT 10SM BKN065 04/04 A2996 RMK AO2,KSZT,2024-10-09T12:35:00Z,48.2945,-116.567,4.0,4.0,0,0.0,,10+,29.96,,,True,True,,,,,,,BKN,6500.0,,,,,,,VFR,,,,,,,,,,,,METAR,649.0
438,KSYN 091235Z AUTO 00000KT 10SM CLR 05/04 A3004 RMK AO2 T00530039,KSYN,2024-10-09T12:35:00Z,44.474,-93.014,5.3,3.9,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,280.0
439,KSYI 091235Z AUTO 00000KT 10SM CLR 08/08 A3007 RMK A01,KSYI,2024-10-09T12:35:00Z,35.5594,-86.4406,8.0,8.0,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,244.0
440,KSYF 091235Z AUTO 22006KT 10SM CLR 08/01 A3007 RMK AO2,KSYF,2024-10-09T12:35:00Z,39.7583,-101.793,8.0,1.0,220,6.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1041.0
441,KSXK 091235Z AUTO 20005KT 10SM CLR 09/03 A2999 RMK AO2,KSXK,2024-10-09T12:35:00Z,42.9895,-96.1645,9.0,3.0,200,5.0,,10+,29.99,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,430.0
442,KSWW 091235Z AUTO 20008KT 10SM 18/12 A3009 RMK AO2 T01770118,KSWW,2024-10-09T12:35:00Z,32.4688,-100.467,17.7,11.8,200,8.0,,10+,30.09,,,True,True,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,718.0
443,KSVC 091235Z AUTO 35004KT 10SM CLR 12/M01 A3023 RMK AO2 T01231007,KSVC,2024-10-09T12:35:00Z,32.631,-108.147,12.3,-0.7,350,4.0,,10+,30.23,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1638.0
444,KSUZ 091235Z AUTO 00000KT 9SM CLR 11/09 A3007 RMK A01,KSUZ,2024-10-09T12:35:00Z,34.5862,-92.4802,11.0,9.0,0,0.0,,9,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,114.0
445,KSUW 091235Z AUTO 00000KT 10SM CLR M01/M02 A3013 RMK AO2 T10141021,KSUW,2024-10-09T12:35:00Z,46.6833,-92.0926,-1.4,-2.1,0,0.0,,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,205.0
